X,Y
-10.0,199.0
-8.947368421052632,159.11080332409972
-7.894736842105264,123.65373961218839
-6.842105263157895,92.62880886426592
-5.7894736842105265,66.03601108033241
-4.736842105263158,43.87534626038782
-3.6842105263157894,26.14681440443213
-2.6315789473684212,12.850415512465377
-1.578947368421053,3.9861495844875376
-0.526315789473685,-0.44598337950138345
0.5263157894736832,-0.4459833795013872
1.5789473684210513,3.986149584487526
2.6315789473684212,12.850415512465377
3.6842105263157894,26.14681440443213
4.7368421052631575,43.87534626038781
5.789473684210526,66.0360110803324
6.842105263157894,92.6288088642659
7.894736842105264,123.65373961218839
8.94736842105263,159.11080332409966
10.0,199.0
