Degree,Log_frequency
1,14.221675421186712
2,12.819952026431132
3,12.04028957097316
4,11.496023426894872
5,11.060164325919448
6,10.707661664255449
7,10.419330568113901
8,10.161264387744689
9,9.93090814811212
10,9.727048658900328
11,9.552226498441476
12,9.379576689221482
13,9.239802082125802
14,9.089076284483143
15,8.963288275610298
16,8.81877816903701
17,8.712430973476739
18,8.608495349823023
19,8.502079553606189
20,8.38320455141292
21,8.314097335405805
22,8.20412493257404
23,8.163086375583214
24,8.046229101075378
25,7.964503363551548
26,7.89655270164304
27,7.829630389150193
28,7.789454566086673
29,7.7057128238944275
30,7.660114319173928
31,7.618742377670413
32,7.5310163320779155
33,7.479299637782833
34,7.44249272279444
35,7.3708601665367155
36,7.351158226430694
37,7.276556402718709
38,7.197435354096591
39,7.149916836132109
40,7.153833801578842
41,7.07326971745971
42,7.002155954403621
43,7.026426808699635
44,6.92461239604856
45,6.910750787961935
46,6.843749949006225
47,6.821107472256465
48,6.768493211648629
49,6.759255270663693
50,6.694562058521095
51,6.6450909695056435
52,6.678342114654332
53,6.5998704992128365
54,6.598509028614515
55,6.513230110912307
56,6.424869023905387
57,6.486160788944089
58,6.381816017406098
59,6.327936783729195
60,6.285998094508864
61,6.309918278226516
62,6.212606095751519
63,6.255750041753367
64,6.272877006546167
65,6.18826412308259
66,6.173786103901937
67,6.122492809514386
68,6.159095388491933
69,6.102558594613568
70,5.996452088619021
71,6.052089168924416
72,6.06842558824411
73,5.921578419643815
74,5.8805329864007
75,5.883322388488279
76,5.8888779583328805
77,5.817111159963204
78,5.71042701737487
79,5.869296913133774
80,5.755742213586912
81,5.783825182329737
82,5.739792912179234
83,5.755742213586912
84,5.655991810819852
85,5.645446897643238
86,5.69035945432406
87,5.662960480135946
88,5.736572297479192
89,5.62040086571715
90,5.529429087511423
91,5.556828061699537
92,5.579729825986222
93,5.5053315359323625
94,5.529429087511423
95,5.5093883366279774
96,5.472270673671474
97,5.541263545158426
98,5.393627546352361
99,5.433722003554239
100,5.41610040220442
101,5.37989735354046
102,5.402677381872279
103,5.25227342804663
104,5.293304824724492
105,5.3471075307174685
106,5.342334251964811
107,5.288267030694535
108,5.278114659230517
109,5.278114659230517
110,5.236441962829949
111,5.298317366548036
112,5.356586274672012
113,5.198497031265825
114,5.081404364984463
115,5.159055299214529
116,5.049856007249537
117,5.288267030694535
118,5.10594547390058
119,5.056245805348308
