Time (days),Normalized flux
-14.964219999994384,0.0114216044746601
-13.137579999995069,0.1319381515195692
-12.932099999998172,0.1601711900318174
-10.964540000000852,0.3630272393143328
-10.91595999999845,0.3450116390121552
-10.915029999996475,0.3334980160103804
-9.915359999999056,0.4355737677909762
-8.042959999998857,0.6358793094417439
-7.138820000000123,0.6961834271285242
-6.92149999999674,0.7045166322760107
-6.078730000001087,0.778520290573571
-5.915259999994305,0.7714767785759907
-5.132050000000163,0.8221743330332871
-4.965009999999893,0.8497686717762357
-4.131379999998899,0.8720515098316399
-4.0331699999951525,0.906616303341608
-4.032240000000456,0.908133250264104
-3.088289999999688,0.9081601798243442
-3.041189999996277,0.918318205848549
-2.0681299999996554,0.9386010225259576
-2.060330000000249,0.9630024263157428
-1.9366999999983816,0.9580169220413692
-1.1545999999943888,0.9817067973753786
-1.0140899999969406,0.9441480725853314
-0.123939999997674,0.962668190503032
0.0,1.0
0.0087400000047637,0.9495311743157248
1.845580000001064,0.9469433171709304
2.010569999998552,0.9737097920649356
3.991079999999784,0.901423810316188
5.010569999998552,0.8794814320963742
5.015429999999469,0.8643858284156787
6.011070000000473,0.8311745871709361
6.874200000005658,0.8169962812165237
6.979970000000321,0.7850609043759066
7.00278999999864,0.7894246166218524
7.971050000000105,0.7476335569397103
8.005440000000817,0.7727386992646601
8.845780000003288,0.7375026131117011
8.983059999998659,0.7043668244760356
8.989690000002156,0.7097972011569367
9.926210000005083,0.6732808784741997
9.96085000000312,0.654124509636413
12.943200000001523,0.5435042830551037
12.944130000003495,0.5308870074069488
13.025840000002065,0.5109655932419567
13.88911999999982,0.4708711554694642
14.85627000000386,0.4489032479149314
15.832180000004882,0.3848218201712231
15.970980000005513,0.381143761044294
16.92113999999856,0.347542574350185
16.936789999999746,0.3273187828667863
16.98305999999866,0.3690275568724726
20.90901000000304,0.2014694226937576
22.87624000000505,0.1884846969223723
24.86448999999993,0.1506769855645191
24.8654400000014,0.1381030486705151
26.90783000000374,0.0999851681531449
26.92799000000377,0.1019295960545595
26.94617000000289,0.0977605789766853
29.88242000000173,0.0622197492859936
29.92109999999957,0.0591576052770055
29.92253999999957,0.0714947543754037
31.892859999999928,0.0505679814619834
33.91813000000548,0.0335942711062769
36.85657999999967,0.0096618765892571
38.83147000000463,0.0129099386084565
40.83650000000489,0.0
