Time (days),Normalized flux
-48.984629999999015,0.011559392972377
-48.93852000000334,0.011465651414306
-47.95501000000513,0.0072213217210269
-47.939800000000105,0.0097480699398138
-47.93888000000152,0.0117502686920009
-47.89670000000479,0.0079233655093065
-46.9693299999999,0.0072449678078485
-46.940880000001926,0.0077341979977004
-46.019920000006096,0.0060490116319611
-45.937580000005255,0.0074250221683938
-45.92249000000447,0.0069628186970973
-44.97578000000067,0.0048493490232542
-44.96306000000186,0.0069209018787288
-44.96214999999938,0.0071492842382384
-43.90297999999893,0.0033951422082451
-43.03265000000101,0.004831534581617
-42.99694000000454,0.0039838126631724
-40.91847000000416,0.001727597415866
-40.90396999999939,0.0
-40.88407000000007,0.0066267428537881
-40.883130000001984,0.0026172245642701
-39.01395000000048,0.0067193582099114
-38.96979999999894,0.0035126741169557
-38.96463000000222,0.0085455170545729
-37.93568000000232,0.0091531665193512
-37.92612999999983,0.0102006960746673
-37.92523000000074,0.0080817920363178
-37.9082200000048,0.0047388184123262
-35.99642999999924,0.0072007544274966
-35.98497000000498,0.0065471680327694
-35.96371999999974,0.006886187760928
-34.94751000000542,0.0055898109352492
-34.9169400000028,0.0099306879381709
-34.905650000000605,0.0068592293436604
-34.90473000000202,0.0094314193440217
-33.96335000000545,0.0109866112847732
-33.94746999999916,0.0092108049726776
-33.919440000005125,0.0064851557345691
-33.77593000000343,0.0071572059078229
-32.83603000000585,0.0106525890433484
-31.958770000004733,0.0082456099468848
-26.875890000002983,0.0064905976126392
-26.063850000005917,0.0127303202108312
-26.054009999999835,0.0127437065772898
-26.036080000005317,0.0106255379999599
-26.017579999999725,0.0076109431968444
-25.024089999998974,0.0067612465420208
-24.92836000000534,0.0078351027499155
-24.01752000000124,0.0081574655023595
-24.01140999999916,0.0076524769456653
-24.003850000000966,0.0070659887951831
-20.04037000000244,0.0134259864884497
-20.034410000000207,0.0113532604658559
-20.033510000001115,0.0139598712969067
-19.92719000000216,0.0107473171915195
-16.11199000000488,0.1264876295117746
-16.08509000000049,0.1196226659419164
-16.084170000001905,0.1225733593896706
-15.966200000002573,0.1304106927739323
-14.045450000005076,0.2790670802805979
-13.059930000003078,0.3658355990907708
-3.978680000000168,0.9808463345856938
-3.977750000005472,0.9813435056716856
-3.964630000002217,0.9721354751104824
-3.947760000002745,0.97730340737008
0.0,1.0
2.9934599999978677,0.9695421341672684
3.951849999997648,0.8926245204796333
5.950919999995676,0.8162439592472082
5.951849999997648,0.8140191607482622
5.97447000000102,0.8025010948348646
5.982939999994414,0.8189716464715228
9.010999999998605,0.6781420513823585
11.988679999994927,0.5295409161151692
14.969149999997173,0.4628167452599007
16.957679999999527,0.4536792424155452
16.964820000001055,0.4498006044049593
16.996469999998226,0.4575510983728546
17.9641599999959,0.4527948670377341
17.96600999999646,0.4661361153642295
17.98862999999983,0.4458019476262183
18.00774999999703,0.4544113653417794
18.977329999994254,0.4360151263043866
18.98530000000028,0.4406163681422619
19.017799999994168,0.4445692387797517
20.00959999999759,0.4454503564580882
20.030659999996715,0.4310177394348815
20.048510000000533,0.4477124279096661
20.91967999999906,0.439067516859163
20.942259999996168,0.436370040297128
21.91270999999688,0.4407255554968032
21.928579999999783,0.4326383658638218
21.95807000000059,0.4348415899459634
22.90496999999596,0.4310304713770349
22.958200000000943,0.4345720822585006
24.99725999999646,0.4231725013835142
27.95180999999866,0.3940233302666232
30.927859999996144,0.3385536644490998
34.94464999999764,0.2875061837927007
37.90658999999869,0.2299314851007433
43.93427999999403,0.1782236557436225
46.92424999999639,0.1575038511836381
49.972259999995,0.1396136670146322
90.87165999999706,0.0470387106490539
93.87144999999872,0.0476848852258513
113.8411899999992,0.0270607600977412
113.8455099999992,0.0334510827378233
113.8498299999992,0.026999771313901
113.85415999999532,0.0314285798276731
115.85020999999688,0.0300967502723081
