R/Ropt,V(R)
0.0597029702970297,0.19499999999999998
0.1194059405940594,0.353
0.1791089108910891,0.481
0.2388118811881188,0.5860000000000001
0.29851485148514856,0.669
0.3582178217821782,0.738
0.41792079207920796,0.783
0.4776237623762376,0.823
0.5373267326732674,0.8630000000000001
0.5970297029702971,0.8999999999999999
0.6567326732673268,0.9249999999999999
0.7164356435643564,0.946
0.7761386138613862,0.959
0.8358415841584159,0.9750000000000001
0.8955445544554456,0.987
0.9552475247524752,0.998
1.014950495049505,1.0010000000000001
1.0746534653465347,1.008
1.1343564356435645,1.025
1.1940594059405942,1.0570000000000002
1.2537623762376238,1.076
1.3134653465346535,1.069
1.3731683168316833,1.097
1.4328712871287128,1.082
1.4925742574257426,1.053
1.5522772277227723,0.998
1.6119801980198019,0.9989999999999999
1.7114851485148517,1.024
1.810990099009901,1.002
