R/Ropt,V(R)
0.10014814814814815,0.48800000000000004
0.2002962962962963,0.72
0.30044444444444446,0.82
0.4005925925925926,0.8829999999999999
0.5007407407407407,0.91
0.6008888888888889,0.932
0.701037037037037,0.963
0.8011851851851852,1.004
0.9013333333333333,0.974
1.0014814814814814,1.0030000000000001
1.1016296296296295,1.0
1.2017777777777778,0.996
1.301925925925926,0.993
1.402074074074074,0.99
1.5022222222222223,0.987
1.6023703703703704,0.9850000000000001
1.7025185185185185,0.98
1.8026666666666666,0.9760000000000001
1.9028148148148147,0.975
2.002962962962963,0.972
