R/Ropt,V(R)
0.05995876288659793,0.3717069090909091
0.11991752577319587,0.6175130909090909
0.1798762886597938,0.7294248484848485
0.23983505154639173,0.8133586666666667
0.2997938144329897,0.8693145454545455
0.3597525773195876,0.9092830303030303
0.41971134020618556,0.9242712121212121
0.47967010309278346,0.9492515151515151
0.5396288659793814,0.9642396969696969
0.5995876288659794,0.9772294545454546
0.6595463917525772,0.9932168484848484
0.7195051546391752,0.9992121212121212
0.7794639175257732,0.9972136969696969
0.8394226804123711,1.0012105454545455
0.8993814432989691,1.0012105454545455
0.9593402061855669,1.0022097575757576
1.019298969072165,0.9982129090909091
1.0792577319587628,0.996214484848485
1.139216494845361,0.9982129090909091
1.1991752577319588,0.9872215757575757
1.2591340206185566,0.9842239393939394
1.3190927835051545,0.9922176363636364
1.3790515463917525,0.9642396969696969
1.4390103092783504,0.9602428484848484
1.4989690721649482,0.9682365454545454
1.5989003436426115,1.0161987272727273
