R/Ropt,V(R)
0.06002429149797571,0.328988771331058
0.12004858299595142,0.5529811262798635
0.24009716599190284,0.7789734129692834
0.30012145748987856,0.8429712286689419
0.3601457489878543,0.8799699658703073
0.42017004048582995,0.9099689419795222
0.4801943319838057,0.9319681911262799
0.5402186234817814,0.9459677133105803
0.6002429149797571,0.9639670989761092
0.6602672064777327,0.9719668259385664
0.7202914979757086,0.9829664505119453
0.7803157894736843,0.9889662457337884
0.8403400809716599,0.9879662798634813
0.9003643724696356,0.9899662116040955
0.9603886639676114,0.9969659726962459
1.0204129554655872,1.0019658020477815
1.0804372469635628,0.9999658703071672
1.1404615384615384,0.985966348122867
1.2004858299595143,0.9779666211604096
1.2605101214574899,0.9879662798634813
1.3205344129554655,0.9909661774744027
1.3805587044534413,1.0029657679180888
1.4405829959514171,1.0129654266211605
1.5006072874493928,1.0029657679180888
1.5606315789473686,0.9849663822525597
1.6206558704453442,0.9679669624573379
1.7206963562753035,0.9759666894197951
