Degree,Log_frequency
1,9.959726098983317
2,9.14569517848265
3,8.586719254064848
4,8.214735833382301
5,7.8724551500639794
6,7.62657020629066
7,7.401841578743829
8,7.173191742486598
9,6.993932975223189
10,6.844815479208263
11,6.620073206530356
12,6.546785410760524
13,6.452048954437226
14,6.259581464064922
15,6.150602768446279
16,5.9427993751267
17,5.793013608384143
18,5.814130531825066
19,5.673323267171492
20,5.638354669333745
21,5.42934562895444
22,5.5093883366279774
23,5.231108616854587
24,5.313205979041787
25,5.187385805840755
26,5.147494476813453
27,5.056245805348308
28,4.948759890378168
29,4.795790545596741
30,4.836281906951478
31,4.700480365792416
32,4.68213122712422
33,4.48863636973214
34,4.48863636973214
35,4.406719247264253
36,4.430816798843313
37,4.406719247264253
38,4.2484952420493585
39,4.0943445622221
40,4.0943445622221
41,4.110873864173311
42,4.060443010546419
43,3.988984046564274
44,4.025351690735149
45,4.025351690735149
46,3.8501476017100584
47,3.7612001156935624
48,3.8066624897703196
49,3.58351893845611
50,3.5553480614894135
51,3.1780538303479453
52,3.4657359027997265
53,3.58351893845611
54,3.2188758248682006
55,3.4657359027997265
56,3.332204510175204
57,3.3672958299864737
58,3.4339872044851463
59,3.3672958299864737
60,3.295836866004329
61,3.1354942159291497
62,2.6390573296152584
63,3.332204510175204
64,2.772588722239781
65,3.3672958299864737
66,3.295836866004329
67,2.8903717578961645
68,2.833213344056216
69,3.1780538303479453
70,2.4849066497880004
71,2.9444389791664403
72,2.6390573296152584
73,2.70805020110221
74,2.3025850929940455
75,2.70805020110221
76,2.70805020110221
77,2.995732273553991
78,2.70805020110221
79,2.197224577336219
80,2.0794415416798357
81,2.4849066497880004
82,2.70805020110221
83,2.197224577336219
84,2.3978952727983707
85,1.9459101490553132
86,1.0986122886681096
87,2.4849066497880004
88,1.9459101490553132
89,2.3025850929940455
90,2.197224577336219
91,2.3978952727983707
92,1.9459101490553132
93,1.9459101490553132
94,2.0794415416798357
95,2.3025850929940455
96,2.197224577336219
97,2.197224577336219
98,2.3025850929940455
99,1.3862943611198906
100,1.6094379124341003
101,2.0794415416798357
102,0.6931471805599453
103,1.791759469228055
104,0.0
105,1.791759469228055
106,1.9459101490553132
107,2.0794415416798357
108,1.9459101490553132
109,2.197224577336219
110,0.0
111,1.6094379124341003
112,2.197224577336219
113,1.9459101490553132
114,1.3862943611198906
115,1.6094379124341003
116,0.6931471805599453
117,2.197224577336219
118,2.0794415416798357
119,2.0794415416798357
120,1.0986122886681096
121,2.3978952727983707
122,0.0
123,1.0986122886681096
124,1.9459101490553132
125,1.9459101490553132
126,1.3862943611198906
127,1.0986122886681096
128,1.6094379124341003
129,0.6931471805599453
130,1.0986122886681096
131,0.6931471805599453
132,1.9459101490553132
134,0.6931471805599453
135,1.0986122886681096
137,1.6094379124341003
138,1.0986122886681096
139,1.791759469228055
141,1.0986122886681096
142,1.0986122886681096
143,0.0
144,1.3862943611198906
145,0.0
146,1.3862943611198906
147,1.9459101490553132
148,0.6931471805599453
149,1.6094379124341003
150,1.0986122886681096
151,0.6931471805599453
152,0.0
153,1.3862943611198906
155,0.6931471805599453
156,0.0
157,0.0
158,0.6931471805599453
159,0.0
160,1.3862943611198906
161,1.0986122886681096
162,1.791759469228055
163,1.3862943611198906
164,0.0
165,0.0
166,1.0986122886681096
167,0.6931471805599453
168,1.6094379124341003
169,0.0
170,0.6931471805599453
171,0.6931471805599453
172,1.791759469228055
173,1.6094379124341003
174,0.0
175,1.0986122886681096
176,0.6931471805599453
177,0.0
178,0.6931471805599453
179,0.0
180,0.0
181,0.0
183,0.0
184,0.6931471805599453
185,0.0
186,0.0
187,0.0
188,0.6931471805599453
189,0.0
190,1.6094379124341003
191,0.0
192,0.6931471805599453
193,0.0
194,0.0
198,0.6931471805599453
201,0.6931471805599453
202,1.0986122886681096
203,0.0
204,0.0
205,0.0
206,0.6931471805599453
207,0.0
209,0.0
210,1.3862943611198906
211,0.0
212,0.0
213,0.6931471805599453
214,0.6931471805599453
215,0.0
218,0.6931471805599453
221,0.0
225,0.6931471805599453
226,0.0
227,0.0
228,1.0986122886681096
230,0.6931471805599453
241,0.0
242,0.0
248,0.0
253,0.6931471805599453
254,0.0
256,0.0
257,0.0
259,0.0
264,0.0
266,0.0
267,0.6931471805599453
270,1.0986122886681096
271,0.0
272,0.0
274,0.0
282,0.0
289,0.0
292,0.0
296,0.0
299,0.0
301,0.0
306,0.0
310,0.0
311,0.0
321,0.0
325,0.0
326,0.0
327,0.0
332,0.0
333,0.0
334,0.0
337,0.0
343,0.0
354,0.0
379,0.0
386,0.0
404,0.0
448,0.0
453,0.0
467,0.0
475,0.0
550,0.0
569,0.0
732,0.0
779,0.0
833,0.0
838,0.0
854,0.0
1055,0.0
1134,0.0
